City,Region,Category,Sub_Category,Product_Name,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Date,On_Hand,On_Order,Lead_Time_Days,Reorder_Level,Stockout_Flag
Chicago,Central,Office Supplies,Art,BIC Brite Liner Grip Highlighters,,,,,2014-06-30,180,18,9,73,0
Philadelphia,East,Office Supplies,Binders,Storex Dura Pro Binders,,,,,2017-12-04,84,9,6,39,0
Englewood,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",,,,,2016-08-28,119,70,13,98,0
Englewood,West,Technology,Phones,AT&T 17929 Lendline Telephone,,,,,2016-08-28,96,97,9,70,0
Seattle,West,Furniture,Furnishings,"Contract Clock, 14"", Brown",,,,,2016-01-22,30,58,10,55,1
Hialeah,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",,,,,2014-10-15,62,24,10,75,1
Lancaster,East,Office Supplies,Paper,Xerox 1912,,,,,2016-02-07,110,13,10,35,0
Jacksonville,South,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,,,,,2014-03-18,154,29,5,42,0
Jacksonville,South,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,,,,,2014-03-18,179,27,11,44,0
Jacksonville,South,Office Supplies,Paper,Xerox 195,,,,,2014-03-18,179,50,5,86,0
Jacksonville,South,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,,,,,2014-03-18,141,48,2,81,0
Jacksonville,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",,,,,2014-03-18,10,55,12,21,1
Jacksonville,South,Office Supplies,Fasteners,Staples,,,,,2014-03-18,163,61,6,83,0
Jacksonville,South,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",,,,,2014-03-18,80,86,2,63,0
Baltimore,East,Office Supplies,Paper,Xerox 1944,,,,,2014-05-24,180,90,8,90,0
New York City,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,,,,,2017-07-11,63,6,14,41,0
Carlsbad,West,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,,,,,2017-06-16,175,18,2,46,0
Carlsbad,West,Office Supplies,Paper,Xerox 215,,,,,2017-06-16,101,5,11,25,0
Carlsbad,West,Office Supplies,Paper,Xerox 1885,,,,,2017-06-16,41,15,2,38,0
Los Angeles,West,Furniture,Furnishings,"Computer Room Manger, 14""",,,,,2015-01-30,40,76,13,57,1
Los Angeles,West,Technology,Machines,Bady BDG101FRU Card Printer,,,,,2015-01-30,142,20,2,85,0
Jacksonville,South,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,,,,,2015-12-11,48,55,3,87,1
Lakewood,East,Furniture,Furnishings,Nu-Dell Leatherette Frames,,,,,2017-10-09,113,1,13,65,0
Troy,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,,,,,2017-07-29,4,92,14,55,1
Wilmington,South,Technology,Phones,AT&T CL2909,,,,,2014-04-25,13,46,13,47,1
Seattle,West,Office Supplies,Art,Prang Drawing Pencil Set,,,,,2015-12-01,177,12,2,82,0
New York City,East,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,,,,,2014-12-04,65,29,14,55,0
Columbus,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,,,,2017-08-26,198,14,14,76,0
New York City,East,Technology,Phones,AT&T EL51110 DECT,,,,,2014-09-07,21,63,8,53,1
Costa Mesa,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",,,,,2017-12-21,14,75,14,86,1
Houston,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,,,,,2014-12-06,40,90,9,70,1
Cary,South,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,,,,,2014-11-04,82,22,10,26,0
Cary,South,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,,,,,2014-11-04,22,64,4,77,1
Alexandria,South,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,,,,,2016-04-14,154,71,4,40,0
Vallejo,West,Office Supplies,Labels,Avery 512,,,,,2014-10-04,46,86,9,29,0
Vallejo,West,Office Supplies,Binders,GBC Recycled Regency Composition Covers,,,,,2014-10-04,155,68,8,92,0
Philadelphia,East,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,,,,,2017-11-07,77,10,4,50,0
Philadelphia,East,Furniture,Tables,Bevis Rectangular Conference Tables,,,,,2017-11-07,83,34,9,73,0
Toledo,East,Office Supplies,Binders,Angle-D Ring Binders,,,,,2017-12-22,116,30,7,35,0
Toledo,East,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,,,,,2017-12-22,109,14,14,46,0
Seattle,West,Office Supplies,Art,Newell 311,,,,,2017-02-13,32,62,2,63,1
Seattle,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,,,,,2017-02-13,83,64,2,81,0
Seattle,West,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",,,,,2017-02-13,24,40,9,54,1
Plainfield,East,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",,,,,2014-07-02,86,0,13,91,1
Plainfield,East,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,,,,,2014-07-02,8,49,13,22,1
Las Cruces,West,Office Supplies,Paper,Easy-staple paper,,,,,2015-02-21,137,93,2,20,0
Newark,East,Technology,Phones,BlackBerry Q10,,,,,2015-11-13,116,91,14,32,0
Newark,East,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",,,,,2015-11-13,37,67,14,29,0
Newark,East,Furniture,Bookcases,Bestar Classic Bookcase,,,,,2015-11-13,130,51,7,53,0
Newark,East,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,,,,,2015-11-13,84,2,5,94,1
Hoover,South,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,,,,,2017-04-16,160,88,6,61,0
Hoover,South,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,,,,,2017-04-16,78,21,10,26,0
Newark,East,Office Supplies,Envelopes,Staple envelope,,,,,2016-02-25,124,90,3,97,0
San Diego,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",,,,,2014-11-04,170,91,10,83,0
San Francisco,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",,,,,2015-06-20,165,63,14,69,0
San Francisco,West,Technology,Phones,netTALK DUO VoIP Telephone Service,,,,,2015-06-20,86,26,14,80,0
Jacksonville,South,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,,,,,2017-08-07,49,87,7,58,1
Franklin,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",,,,,2014-05-12,52,31,8,61,1
Frisco,Central,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,,,,,2015-11-22,54,1,3,70,1
Tallahassee,South,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,,,,,2015-12-04,91,81,4,89,0
Seattle,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",,,,,2014-06-08,147,27,3,24,0
Vacaville,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,,,,,2014-08-08,1,92,11,81,1
Los Angeles,West,Furniture,Chairs,Hon Olson Stacker Stools,,,,,2014-05-26,40,80,11,55,1
San Francisco,West,Office Supplies,Art,Prang Drawing Pencil Set,,,,,2015-04-17,19,82,11,69,1
San Francisco,West,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,,,,,2015-04-17,139,18,2,23,0
San Francisco,West,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,,,,,2015-04-17,46,79,5,86,1
San Francisco,West,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,,,,,2015-04-17,144,68,6,56,0
San Francisco,West,Office Supplies,Paper,Xerox 1903,,,,,2015-04-17,54,29,3,67,1
New York City,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,,,,,2016-06-11,180,32,9,48,0
Columbus,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",,,,,2016-03-11,195,14,5,64,0
Columbus,South,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,,,,,2016-03-11,5,76,14,50,1
Murray,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",,,,,2014-05-26,13,84,14,81,1
San Francisco,West,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,,,,,2017-10-12,34,56,9,98,1
San Francisco,West,Office Supplies,Binders,Canvas Sectional Post Binders,,,,,2017-10-12,186,48,9,21,0
Philadelphia,East,Office Supplies,Binders,GBC Plasticlear Binding Covers,,,,,2017-06-22,16,52,3,20,1
Philadelphia,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,,,,,2017-06-22,185,52,14,40,0
Philadelphia,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,,,,,2017-06-22,181,1,3,36,0
Philadelphia,East,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,,,,,2017-01-15,160,47,9,35,0
Philadelphia,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,,,,,2017-01-15,69,77,9,34,0
Dallas,Central,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,,,,,2015-04-02,173,12,3,90,0
Dallas,Central,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,,,,,2015-04-02,19,80,4,85,1
Dallas,Central,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,,,,,2015-04-02,179,64,4,34,0
Waukesha,Central,Office Supplies,Storage,Crate-A-Files,,,,,2016-09-03,138,20,5,38,0
Fort Lauderdale,South,Furniture,Furnishings,Staple-based wall hangings,,,,,2017-12-10,67,81,14,70,1
Detroit,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,,,,,2016-11-22,93,44,4,76,0
Springfield,East,Office Supplies,Paper,Xerox 222,,,,,2017-11-11,189,58,6,25,0
San Diego,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",,,,,2016-10-21,97,57,8,31,0
Colorado Springs,West,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,,,,,2015-12-21,140,61,2,37,0
Bakersfield,West,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",,,,,2015-07-17,149,63,4,75,0
Pompano Beach,South,Furniture,Furnishings,3M Hangers With Command Adhesive,,,,,2017-04-30,12,7,11,54,1
Pompano Beach,South,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,,,,,2017-04-30,137,14,8,76,0
New York City,East,Office Supplies,Labels,Avery 505,,,,,2017-05-06,155,45,9,77,0
Lakeville,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",,,,,2017-11-20,94,12,4,60,0
Detroit,Central,Technology,Phones,Digium D40 VoIP phone,,,,,2016-11-11,193,6,5,44,0
Philadelphia,East,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,,,,,2016-11-05,118,69,2,77,0
Troy,East,Technology,Phones,Mediabridge Sport Armband iPhone 5s,,,,,2016-10-09,132,1,6,76,0
Los Angeles,West,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,,,,,2015-09-21,117,31,13,35,0
Los Angeles,West,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,,,,,2015-09-21,34,19,6,73,1
Corpus Christi,Central,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",,,,,2014-12-02,40,97,8,97,1
Corpus Christi,Central,Office Supplies,Art,Newell 343,,,,,2014-12-02,153,83,13,56,0
Corpus Christi,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,,,,,2014-12-02,65,66,3,69,1
Omaha,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,,,,,2014-09-21,85,12,5,82,0
Omaha,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,,,,,2014-09-21,188,19,12,21,0
Omaha,Central,Office Supplies,Paper,Xerox 224,,,,,2014-09-21,93,62,4,86,0
Redondo Beach,West,Technology,Phones,Pyle PMP37LED,,,,,2014-04-12,16,32,5,99,1
Redondo Beach,West,Technology,Phones,AT&T 1080 Corded phone,,,,,2014-04-12,112,22,5,31,0
Redondo Beach,West,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,,,,,2014-04-12,89,80,8,35,0
Redondo Beach,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,,,,,2014-04-12,150,38,9,55,0
Little Rock,South,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",,,,,2017-10-20,31,64,10,38,1
Little Rock,South,Office Supplies,Paper,Xerox 1884,,,,,2017-10-20,65,7,6,79,1
Little Rock,South,Office Supplies,Binders,Binding Machine Supplies,,,,,2017-10-20,186,22,6,81,0
Miami,South,Technology,Phones,Panasonic KX-TG9471B,,,,,2016-10-25,55,48,10,37,0
Salem,West,Office Supplies,Art,Lumber Crayons,,,,,2015-11-01,30,61,7,22,0
Las Cruces,West,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,,,,,2017-11-03,69,78,8,85,1
San Francisco,West,Office Supplies,Paper,Xerox 1962,,,,,2015-05-12,31,90,13,95,1
San Francisco,West,Office Supplies,Paper,Xerox 1953,,,,,2015-05-12,180,45,9,92,0
El Paso,Central,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",,,,,2015-09-07,195,9,8,75,0
Seattle,West,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,,,,,2015-07-25,19,62,5,75,1
Seattle,West,Office Supplies,Paper,Xerox 228,,,,,2015-07-25,164,80,13,93,0
Seattle,West,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",,,,,2015-07-25,96,60,4,88,0
Seattle,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,,,,,2015-07-25,135,9,14,59,0
Milwaukee,Central,Office Supplies,Paper,Xerox 191,,,,,2015-11-16,159,13,7,54,0
Milwaukee,Central,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",,,,,2015-11-16,23,56,4,51,1
Milwaukee,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",,,,,2015-11-16,123,30,11,59,0
Milwaukee,Central,Technology,Accessories,Logitech diNovo Edge Keyboard,,,,,2015-11-16,83,55,3,87,1
Milwaukee,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",,,,,2015-11-16,113,44,4,46,0
Franklin,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,,,,,2015-09-01,154,54,8,43,0
Franklin,East,Furniture,Chairs,"Global Value Steno Chair, Gray",,,,,2015-09-01,67,90,3,40,0
Franklin,East,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,,,,,2015-09-01,117,30,10,45,0
Franklin,East,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,,,,,2015-09-01,183,54,4,59,0
Encinitas,West,Office Supplies,Binders,Computer Printout Index Tabs,,,,,2016-05-05,33,43,8,71,1
Encinitas,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,,,,,2016-05-05,117,31,12,50,0
Anaheim,West,Technology,Phones,Adtran 1202752G1,,,,,2016-12-31,124,45,7,23,0
Arlington,Central,Office Supplies,Art,Newell 314,,,,,2017-09-18,189,58,12,21,0
Arlington,Central,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,,,,,2017-09-18,163,79,9,85,0
Houston,Central,Office Supplies,Paper,Xerox 1954,,,,,2014-09-25,58,30,11,91,1
Houston,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,,,,,2014-09-25,117,83,14,48,0
Houston,Central,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,,,,,2014-09-25,183,11,8,77,0
Houston,Central,Office Supplies,Envelopes,Poly String Tie Envelopes,,,,,2014-09-25,44,67,7,84,1
Lancaster,East,Office Supplies,Paper,Embossed Ink Jet Note Cards,,,,,2016-04-23,161,77,11,99,0
Lancaster,East,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,,,,,2016-04-23,87,61,8,51,0
Lancaster,East,Office Supplies,Paper,Xerox 1942,,,,,2016-04-23,175,17,10,61,0
Portland,West,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",,,,,2014-11-01,180,82,3,71,0
Portland,West,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,,,,,2014-11-01,37,82,2,67,1
Hoover,South,Office Supplies,Art,Newell 311,,,,,2017-01-26,42,99,5,23,0
Hoover,South,Office Supplies,Binders,Avery Poly Binder Pockets,,,,,2017-01-26,80,46,9,60,0
Los Angeles,West,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,,,,,2017-11-11,97,19,14,67,0
Los Angeles,West,Office Supplies,Paper,Xerox 201,,,,,2017-11-11,25,72,6,60,1
Los Angeles,West,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,,,,,2017-11-11,37,74,9,68,1
Tallahassee,South,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,,,,,2016-06-09,157,65,8,84,0
New York City,East,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,,,,,2015-09-03,176,15,11,80,0
Chesapeake,South,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,,,,,2014-03-14,22,95,11,58,1
Fayetteville,South,Office Supplies,Paper,Xerox 1945,,,,,2017-08-31,195,43,4,36,0
Huntsville,Central,Office Supplies,Storage,Fellowes Officeware Wire Shelving,,,,,2017-03-23,100,40,9,26,0
Philadelphia,East,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,,,,,2017-05-18,4,28,10,66,1
Woodstock,Central,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",,,,,2016-12-27,194,65,14,83,0
Everett,East,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,,,,2017-11-17,111,72,5,71,0
Chicago,Central,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,,,,,2017-09-10,154,94,6,65,0
Roswell,South,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",,,,,2017-04-08,65,43,2,38,0
Roswell,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,,,,,2017-04-08,106,43,14,73,0
Palm Coast,South,Office Supplies,Binders,ACCOHIDE Binder by Acco,,,,,2016-11-28,67,70,3,50,0
Philadelphia,East,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,,,,,2016-06-02,76,14,8,23,0
Columbus,Central,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",,,,,2017-12-17,87,57,12,33,0
Oceanside,East,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",,,,,2016-03-19,59,44,13,27,0
Oceanside,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",,,,,2016-03-19,148,51,9,65,0
Franklin,East,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",,,,,2017-08-20,32,45,4,51,1
Sioux Falls,Central,Office Supplies,Labels,Avery 498,,,,,2017-07-25,94,42,2,97,1
San Diego,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,,,,,2016-08-26,16,94,6,79,1
Fayetteville,South,Furniture,Chairs,Hon Olson Stacker Stools,,,,,2016-08-15,18,62,5,25,1
Atlanta,South,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,,,,,2017-05-19,141,31,8,35,0
Atlanta,South,Technology,Phones,Nokia Lumia 925,,,,,2017-05-19,148,18,5,71,0
Atlanta,South,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,,2017-05-19,115,28,7,30,0
Atlanta,South,Office Supplies,Paper,Xerox 1945,,,,,2017-05-19,185,18,9,78,0
Orlando,South,Office Supplies,Paper,Xerox 2000,,,,,2017-08-12,193,97,10,78,0
San Francisco,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,,,,,2017-08-13,186,70,10,42,0
San Francisco,West,Office Supplies,Appliances,Staple holder,,,,,2017-08-13,173,1,6,82,0
San Francisco,West,Office Supplies,Art,Newell 345,,,,,2017-08-13,86,26,5,20,0
San Francisco,West,Office Supplies,Supplies,Staple remover,,,,,2017-08-13,106,41,9,69,0
Toledo,East,Office Supplies,Supplies,Staple remover,,,,,2016-11-10,130,8,14,80,0
Toledo,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,,,,,2016-11-10,155,84,11,47,0
Saint Petersburg,South,Furniture,Furnishings,Dana Swing-Arm Lamps,,,,,2017-06-12,18,62,5,93,1
Tucson,West,Office Supplies,Paper,Xerox 1951,,,,,2014-03-22,23,78,5,60,1
Tucson,West,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,,,,,2014-03-22,56,2,8,69,1
Los Angeles,West,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",,,,,2017-06-15,156,90,7,87,0
San Diego,West,Office Supplies,Storage,Tennsco Regal Shelving Units,,,,,2017-11-16,96,97,3,27,0
New York City,East,Office Supplies,Fasteners,Ideal Clamps,,,,,2017-12-29,195,71,10,42,0
San Diego,West,Furniture,Chairs,Global Super Steno Chair,,,,,2016-01-21,24,47,11,62,1
San Diego,West,Furniture,Chairs,Global Ergonomic Managers Chair,,,,,2016-01-21,198,49,6,55,0
Westfield,East,Office Supplies,Envelopes,Quality Park Security Envelopes,,,,,2016-01-15,22,39,7,64,1
Westfield,East,Office Supplies,Art,American Pencil,,,,,2016-01-15,64,82,5,21,0
Westfield,East,Technology,Accessories,Logitech Gaming G510s - Keyboard,,,,,2016-01-15,171,55,14,27,0
Orange,East,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,,,,,2016-09-19,92,8,6,62,0
Orange,East,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,,,,,2016-09-19,155,50,8,66,0
Woodstock,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,,,,,2014-02-21,68,75,3,86,1
San Francisco,West,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",,,,,2016-11-11,70,56,3,78,1
San Francisco,West,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,,,,,2016-01-30,87,28,12,31,0
Tempe,West,Furniture,Chairs,Global Deluxe Steno Chair,,,,,2016-10-18,123,28,14,64,0
Los Angeles,West,Office Supplies,Art,Newell 327,,,,,2017-12-18,35,74,9,53,1
Los Angeles,West,Office Supplies,Paper,Xerox 1996,,,,,2017-12-18,40,3,12,74,1
Los Angeles,West,Office Supplies,Paper,Xerox 213,,,,,2017-12-18,116,84,11,80,0
